source,section,requirement,owning_goal,implementation_location,authoritative_evidence,result,remediation,final_evidence
docs/magic-dross-plan.md:19,Implementation record — 2026-08-04,"source accounting on charms, implements, wand workings, constructed rites,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:23,Implementation record — 2026-08-04,"clear, trace, strained, seep, scar, and breach-risk bands with hysteresis.",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:27,Implementation record — 2026-08-04,seven climate/habitat-specific scar definitions. Closed native handlers,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:32,Implementation record — 2026-08-04,"real exposure, crop refusal/stall, ecological harm, and working-instability",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:35,Implementation record — 2026-08-04,"finite vessels, filters, excavation residue, Ashlace washing, settling, and",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:39,Implementation record — 2026-08-04,bounded likely/consistent/inconclusive source signatures that degrade with,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:43,Implementation record — 2026-08-04,"host-authoritative local, guest, and agent presentation; interest-managed",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:47,Implementation record — 2026-08-04,`--arcane-audit` Dross reconciliation and four-view `--arcane-atlas ...,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:103,Dross is not Ire,"Dross responds to throughput, stability, containment, transport, and time.",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:104,Dross is not Ire,"Ire responds to what players take, damage, tend, and return.",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:105,Dross is not Ire,Producing dross inside a sealed vessel does not itself raise Ire.,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:106,Dross is not Ire,Releasing it into habitat may damage life; that harmful act raises Ire,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:108,Dross is not Ire,"Cleaning an old anonymous scar does not erase someone's Ire, though the work",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:110,Dross is not Ire,A calm country can be polluted and an angry country can be clean.,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:132,Dross compartments,"airborne dross diffuses and advects with weather,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:133,Dross compartments,"waterborne dross follows exact water movement and watershed routing,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:134,Dross compartments,evaporation leaves nonvolatile dross behind unless a content process,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:136,Dross compartments,"freezing and thawing partition it by declared coefficients without gain,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:137,Dross compartments,"soil/sediment sorbs it and erosion can move it,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:138,Dross compartments,"organisms sequester rather than erase it,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:139,Dross compartments,"contained dross leaks only through capacity/damage rules,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:140,Dross compartments,manifestations remain ledger owners until removed or transformed.,8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
